state,state_abr,title,party,first_last_,climate_denier,display_on_default,quote_text,quote_reference,quote_reference_url,total_career_contributions
Alabama,al,Representative,Republican,Gary Palmer,TRUE,FALSE,"Alabama.com reported that Rep. Palmer said, ""I am a firm believer in sound science. There have been new findings that clearly show the science is not settled on climate change.""","Alabama.com, 11/2/16",http://www.al.com/opinion/index.ssf/2016/11/climate_changes_and_alabamians.html,"$70,350"
Alabama,al,Representative,Republican,Mo Brooks,TRUE,FALSE,"In a recent hearing of the House Committee on Science, Space and Technology, Rep. Brooks implied that rocks were causing rising sea levels, rather than climate change: ""What about erosion? Every time you have that soil or rock, whatever it is, that is deposited into the seas, that forces the sea levels to rise because now you've got less space in those oceans because the bottom is moving up.""","CNN, 5/18/18",https://www.cn...ge/index.html,"$24,000"
Alabama,al,Representative,Republican,Robert Aderholt,TRUE,FALSE,"In an op-ed for the Daily Mountain Eagle, Rep. Aderholt wrote: ""I fall into the second group of people who believe, as do many very credible scientists, that the earth is currently in a natural warming cycle rather than a man-made climate change. Many scientists believe that natural cycles of warming and cooling have existed since the beginning of Earth. If we take the current models of climate prediction and apply those same models to what actually happened in the last thirty years, the models are shown to be very flawed. In addition, what knowledge we do have of a warming period in the Middle Ages cannot be explained by current models which are focused on greenhouse gas reductions.""","Office of Rep. Robert B. Aderholt, 12/13/09",https://aderholt.house.gov/media-center/in-the-news/controversy-about-climate-change,"$383,383"
Alaska,ak,Representative,Republican,Don Young,TRUE,FALSE,"Rep. Young's website says, ""I do not challenge that climate change is occurring, but the central question awaiting an answer is to what extent man-made emissions are responsible for this change. Contrary to popular opinion, that question remains unanswered.""","Office of Rep. Don Young, last accessed 1/19",https://donyoung.house.gov/issues/issue/?IssueID=5006,"$1,482,013"
Arizona,az,Representative,Republican,Andy Biggs,TRUE,FALSE,"The Arizona Republic reports that at a town hall, Rep. Biggs said, “There are credible scientists who say climate change exists; we aren’t sure why. There are credible scientists who say that. There are credible scientists who say it doesn’t.”","The Arizona Republic, 4/11/17",https://www.azcentral.com/story/news/politics/arizona/2017/04/12/andy-biggs-town-hall-arizona/100124436/,"$25,000"
Arizona,az,Representative,Republican,Debbie Lesko,TRUE,FALSE,"According to The Arizona Republic, when Rep. Lesko was asked at a candidate debate whether she believed in climate change, she responded: ""Is some of it, maybe, human-caused? Possibly. But certainly not the majority of it. I think it just goes through cycles and it has to do a lot with the sun. So no, I'm not a global warming proponent.""","The Arizona Republic, 1/30/18",https://www.azcentral.com/story/news/local/arizona-environment/2018/01/30/west-valley-congressional-candidates-climate-change/1067821001/,"$41,650"
Arizona,az,Representative,Republican,David Schweikert,TRUE,FALSE,"In a 2008 interview, Rep. Schweikert said: ""Understanding what part of climate change is part of a natural cycle and what part has human components is the first step. Our elected officials must be careful to react to facts and not folklore.""","HuffPost, 1/16/14",https://www.huffingtonpost.com/2014/01/16/house-science-schweikert-_n_4613145.html,"$102,815"
Arizona,az,Representative,Republican,Paul Gosar,TRUE,FALSE,"Rep. Gosar tweeted, ""The Paris Climate Agreement won't change the climate but it will bankrupt the US. Also, it's unconstitutional."" Additionally, in a press release that accompanied the tweet, he maintained: “President Trump ran his campaign on the idea of putting America’s interests first. He can fulfill that pledge in a big way by using his authority to completely withdraw the United States from the misguided Paris Climate Agreement. This unconstitutional treaty is nothing more than an extension of the Obama Administration’s ideological war on affordable energy. This liberal pipedream abdicates our sovereignty in favor of a global redistribution of wealth. Furthermore, this scheme was designed to favor our economic rivals like China and India by giving them until 2030 to reduce emissions while the United States front-loaded our costs at the expense of American jobs.""","Twitter, 4/18/17",https://twitter.com/RepGosar/status/854409324390748161,"$89,300"
Arkansas,ar,Representative,Republican,Bruce Westerman,TRUE,FALSE,"In a 2017 hearing, Rep. Westerman said: “I assume if climate’s changing, it’s changing in Arkansas, as well as other places. So I did a little research and found out the number of forest fires in Arkansas has actually decreased over the past 20 years. It’s either held level or slightly decreased as our management has continued to increase. So apparently the climate change isn’t affecting forest fires in my state. You would think even though it’s a more moderate or temperate climate, if climate change was causing more fires we would see a lot more of them than what’s in the baseline.”","Office of Rep. Bruce Westerman, 6/8/17",https://westerman.house.gov/media-center/videos/bruce-westerman-questions-wildfire-prevention-house-subcommittee-federal-lands,"$172,050"
Arkansas,ar,Representative,Republican,Rick Crawford,TRUE,FALSE,"While speaking to radio station KASU 91.9 FM, Rep. Crawford fielded a question regarding climate change and then-President Barack Obama’s environmental agenda: “There’s not sound science to support some of the initiatives that the President, I think, is committed to. We know that some of the research was faulty and it drove a lot of the agenda for a long time. And then it turned out there were some questions about the validity of that research.” He continued, “I don’t see a lot of the green initiatives that are being talked about being supported by scientific data, but more supported by political agendas.”","Talk Business & Politics, 1/27/13",http://talkbusiness.net/2013/01/cong-crawford-wants-permanent-spending-controls/,"$88,022"
Arkansas,ar,Representative,Republican,Steve Womack,TRUE,FALSE,"The Times Record reported that Rep. Womack said, “The climate changes — it has throughout history. The real debate is who or what is causing it?”","The Times Record, 10/28/18",http://www.swtimes.com/news/20181028/is-global-climate-change-man-made-or-not-arkansas-3rd-district-congressional-candidates-respond,"$114,869"
California,ca,Representative,Republican,Devin Nunes,TRUE,FALSE,"E&E News reported that in a recent podcast, Rep. Nunes said, ""When I was a kid, we were having global cooling, and we were going to go into another ice age, and now we've switched it to now the Earth is warming.""","E&E News, 9/11/18",https://www.eenews.net/stories/1060096459,"$460,700"
California,ca,Representative,Republican,Doug LaMalfa,TRUE,FALSE,"The Guardian reported: ""At a public meeting not far from the California town of Redding last year, the US congressman Doug LaMalfa said that he 'didn’t buy' human-made climate change. 'I think there’s a lot of bad science behind what people are calling global warming,' he said on another occasion.""","The Guardian, 8/1/18",https://www.theguardian.com/environment/2018/jul/31/california-wildfire-climate-change-carr-fire,"$103,230"
California,ca,Representative,Republican,Duncan D Hunter,TRUE,FALSE,"Times of San Diego reported that Rep. Hunter said, “There is climate change. Is there human-caused climate change? I don’t buy that.”","Times of San Diego, 9/26/14",http://timesofsandiego.com/politics/2014/09/26/hunter-kimber-spar-50th-district-debate/,"$77,350"
California,ca,Representative,Republican,Ken Calvert,TRUE,FALSE,"Rep. Calvert co-sponsored H.R. 954, a resolution that stated: “Whereas recent events have uncovered extensive evidence from the Climate Research Unit at the University of East Anglia in England (in this resolution referred to as the ‘CRU’) which involved many researchers across the globe discussing the destruction, altering, and hiding of data that did not support global warming claims.”","H.R. 954, 12/8/09",https://www.govinfo.gov/content/pkg/BILLS-111hres954ih/pdf/BILLS-111hres954ih.pdf,"$387,124"
California,ca,Representative,Republican,Kevin McCarthy,TRUE,FALSE,"According to InsideClimate News, ""When asked specifically about whether human activities are driving climate change, McCarthy told The Wall Street Journal, 'I think there are changes in the environment. There are a lot of items to contribute to it.'""","InsideClimate News, 10/1/15",https://insideclimatenews.org/news/30092015/john-boehner-house-speaker-kevin-mccarthy-climate-change,"$1,549,100"
California,ca,Representative,Republican,Tom McClintock,TRUE,FALSE,"Time reported: ""'The climate has been changing for four and a half billion years,' McClintock said in a Sept. 23 [2018] debate with his Democratic opponent. 'The extent to which human activity has a role to play is being hotly debated right now.' He offered a similarly inaccurate statement during an Oct. 8 debate hosted by KQED. 'There’s no question that global temperatures have been warming on and off since the last ice age,' he said. 'The question is what are we going to do about them.'""","Time, 10/15/18",http://time.com/5413384/california-wildfires-climate-change/,"$213,100"
Colorado,co,Representative,Republican,Doug Lamborn,TRUE,FALSE,"On Twitter, Rep. Lamborn wrote, ""#SOTU if climate change is such a settled issue, why does a recent @pewresearch poll show that only 30% of Americans are 'very concerned'?""","Twitter, 1/12/16",https://twitter.com/RepDLamborn/status/687101063107710977,"$365,438"
Colorado,co,Representative,Republican,Ken Buck,TRUE,FALSE,The New York Times reported that Rep. Buck recently called one military proposal part of a “radical climate change agenda.”,"The New York Times, 9/3/16",https://www.nytimes.com/2016/09/04/science/flooding-of-coast-caused-by-global-warming-has-already-begun.html?_r=0,"$488,122"
Colorado,co,Representative,Republican,Scott Tipton,TRUE,FALSE,"When asked whether he thinks that humans play a role in climate change, Rep. Tipton responded: ""I think that we've got a role to play. We need to take an advantage of new technology ... We're all in concert in terms of making sure that it's done right, and the role that we as humans have to play is making sure that we are good stewards.""","Aspen Public Radio, 4/2/17",https://www.aspenpublicradio.org/post/tipton-talks-climate-public-lands,"$615,213"
Florida,fl,Representative,Republican,Bill Posey,TRUE,FALSE,"The Washington Post reported that in a hearing on the social cost of carbon, Rep. Posey instead questioned the basic existence of climate change, asking, ""Can anyone on the panel give me a date certain, even a year certain, that there was absolutely no climate change on this planet since the forming of it?”","The Washington Post, 2/28/17",https://www.washingtonpost.com/news/energy-environment/wp/2017/02/28/members-of-congress-met-to-discuss-the-costs-of-climate-change-they-ended-up-debating-its-existence/?utm_term=.1bc0b5bc76aa,"$50,400"
Florida,fl,Representative,Republican,Daniel Webster,TRUE,FALSE,"Gizmodo reported that during a 2017 hearing on climate change, Rep. Webster used ""the natural causes of the last ice age as 'proof' that humans aren’t responsible for warming.""","Gizmodo, 3/29/17",https://gizmodo.com/todays-congressional-hearing-on-climate-change-was-a-co-1793787320,"$62,050"
Florida,fl,Representative,Republican,John Rutherford,TRUE,FALSE,"E&E News reported that Rep. Rutherford said, ""Climate was changing before we had carbon emissions ... I need to be convinced how much of that is man and how much of it is just the global climate conditions.""","E&E News, 11/17/16",http://www.eenews.net/special_reports/new_members_2017/stories/1060045897/print,"$1,000"
Florida,fl,Representative,Republican,Mario Diaz-Balart,TRUE,FALSE,"In 2017, E&E News reported: ""'It's more of a religion ... on both sides of the issue,' Mario Diaz-Balart said when asked about global warming. Past climate legislation would have been hugely costly to businesses and people in his district, he said, with only a minuscule impact on halting temperature rise. 'I don't play that game,' he said. 'My issue is, ""All right, what is the problem that you're trying to solve?"" and ""Does it solve it?""'""","E&E News, 5/15/17",https://www.eenews.net/stories/1060054524/print,"$118,250"
Florida,fl,Representative,Republican,Neal Dunn,TRUE,FALSE,"The News Herald reported that Rep. Dunn said, ""I am sure human activity plays some role, but I don't think the science is clear on how much is man-made and how much is natural.""","The News Herald, 4/16/16",http://www.newsherald.com/news/20160416/local-political-figures-cautious-about-sea-level-rise,$500
Florida,fl,Representative,Republican,Ross Spano,TRUE,FALSE,"When the Florida Conference of Catholic Bishops asked Rep. Spano whether he would establish ""a national Climate Solutions Commission to develop policies that are economically viable, protect the environment, and mitigate the effects of climate change,"" Spano said he opposed. Rep. Spano's office did not respond to a request for comment from CAP Action.","Florida Conference of Catholic Bishops, 7/18",https://flaccb.org/documents/2018/7/Spano_Ross.pdf,"$6,000"
Florida,fl,Representative,Republican,Ted Yoho,TRUE,FALSE,"According to the Gainesville Sun, in a town hall meeting in 2017, ""Yoho also told the crowd he didn’t believe humans were the main cause of climate change.""","Gainesville Sun, 4/10/17",https://www.gainesville.com/news/20170410/rep-yoho-faces-rowdy-crowd-at-gainesville-town-hall,"$23,150"
Georgia,ga,Representative,Republican,Austin Scott,TRUE,FALSE,"During a town hall meeting covered by NPR, Rep. Scott responded ""Absolutely"" to the question: ""Do you dispute the U.S. military, NOAA, the Weather Channel as well as 95 percent-plus of climate scientists, in their conclusion that climate change is pushed by human activity?""","NPR, 9/5/13",http://www.npr.org/2013/09/05/219177442/rep-scott-tired-of-the-u-s-getting-involved-in-others-disputes,"$40,737"
Georgia,ga,Representative,Republican,Barry Loudermilk,TRUE,FALSE,"In a 2017 press release, Rep. Loudermilk said: ""For several years, the EPA and other government bureaucracies have been pushing out environmental regulations based on new scientific ‘discoveries’ relating to climate change. However, the data on which these ‘discoveries’ are based have not been made available to the general scientific community for review or fact-checking. This has brought into question the overall motives of the EPA and other agencies who are demanding more environmental regulations. All regulatory decisions should be based on factual scientific information that is open and available for public viewing.""","Office of Rep. Barry Loudermilk, 3/29/17",https://loudermilk.house.gov/news/documentsingle.aspx?DocumentID=1052,"$49,250"
Georgia,ga,Representative,Republican,Buddy Carter,TRUE,FALSE,"The Savannah Morning News reported that Rep. Carter said: ""You know of all the things we can do in the world we still can't control the weather ... And I've never bought into the climate change. I'm not naive enough to believe that we don't have some impact on it, but to think that we have enough of an impact to really change what is happening naturally, I'm not one of those who has really bought into that.""","Savannah Morning News, 2/15/16",https://www.savannahnow.com/news/2016-02-15/buddy-carter-unmoved-anti-drilling-stances?fb_comment_id=967396259975663_967569243291698,"$100,650"
Georgia,ga,Representative,Republican,Doug Collins,TRUE,FALSE,"When asked by Vote Smart if he believes human activity is contributing to climate change, Rep. Collins answered “no.”","Vote Smart, last accessed 1/19",http://votesmart.org/candidate/political-courage-test/67851/doug-collins/,"$86,050"
Georgia,ga,Representative,Republican,Jody Hice,TRUE,FALSE,"According to The Atlanta Journal-Constitution, Rep. Hice said in a prepared statement: ""It is a shame that because a scientist has reached a different conclusion on climate science than the liberal elite that the integrity of her research would be called into question.""","The Atlanta Journal-Constitution, 2/28/15",https://www.ajc.com/news/state--regional-govt--politics/democrat-investigates-tech-professor-who-bucks-climate-trend/UG3s6ZxXnCt79D9H9uZL6I/,"$24,500"
Georgia,ga,Representative,Republican,Rick Allen,TRUE,FALSE,"In response to an Atlanta Journal-Constitution question, Rep. Allen “vehemently rejected the idea that warming is an established fact,” asserting in an email that the “science is definitely NOT settled.”","The Atlanta Journal-Constitution, 12/31/14",http://www.myajc.com/news/news/state-regional-govt-politics/ga-politicians-cool-to-global-warming/njdR3/,"$58,050"
Idaho,id,Representative,Republican,Mike Simpson,TRUE,FALSE,"In a statement on his website on his position on climate change, Rep. Simpson writes: ""While scientists cannot explain the climate changes of the past few decades without including the effects of elevated greenhouse gas (GHG) concentrations resulting from the use of fossil fuels, there is widespread disagreement as to the magnitude of human influence on the climate and the degree to which any effort by humanity to reduce carbon output would slow or reverse the effects of climate change.""","Office of Rep. Mike Simpson, last accessed 1/19",https://simpson.house.gov/issuestatements/climatechange.htm,"$380,250"
Idaho,id,Representative,Republican,Russ Fulcher,TRUE,FALSE,"The Spokesman-Review reported: ""Asked about climate change, Fulcher said he believes 'in the cycle that’s happened since the beginning of time,' and said wildfires in Idaho and other states are a significant contributor of carbon emissions. 'Don’t be misled – if you take a look at this over the past thousand years, you’ll see a cycle up, a cycle down,' he said.""","The Spokesman-Review, 10/30/18",http://www.spokesman.com/stories/2018/oct/29/medicaid-immigration-climate-top-idaho-1st-distric/,"$20,000"
Illinois,il,Representative,Republican,Darin LaHood,TRUE,FALSE,"The State Journal-Register reported that Rep. LaHood said, “The climate is changing and I believe humans play a role in that. There is no doubt about that. The question is, at whatever do they play a role? Is it 51 percent? Is it 35 percent? I am open minded to listen to people who can give me a different view on that.""","The State Journal-Register, 4/22/17",http://www.sj-r.com/news/20170422/what-us-rep-darin-lahood-said-at-his-town-hall,"$126,600"
Illinois,il,Representative,Republican,John Shimkus,TRUE,FALSE,"Politico reported that Rep. Shimkus said, ""And I do believe that God said the Earth would not be destroyed by a flood. Now, do I believe in climate change? In my trip to Greenland, the answer is yes. The climate is changing … The question is more about the costs and benefits and trying to spend taxpayer dollars on something that you cannot stop versus the changes that have been occurring forever. That's the real debate.""","Politico, 11/10/10",http://www.politico.com/story/2010/11/shimkus-cites-genesis-on-climate-044958,"$1,073,345"
Illinois,il,Representative,Republican,Mike Bost,TRUE,FALSE,"In a 2014 interview with St. Louis Public Radio, Rep. Bost disagreed with his opponent, former Rep. Bill Enyart (D), over whether climate change is real: “I don’t. I don’t know that I do; no ... Some scientists do; some scientists don’t [believe in climate change].""","St. Louis Public Radio, 10/16/14",http://news.stlpublicradio.org/post/illinois-12th-district-contenders-highlight-differences,"$186,505"
Illinois,il,Representative,Republican,Rodney Davis,TRUE,FALSE,"In response to a question on whether Rep. Davis believes that climate change is caused by man, a spokesman for the congressman told FactCheck.org, “It is one of the contributing factors, yes, but to what extent is open to debate and further research.” Rep. Davis' office did not respond to a request for comment from CAP Action.","FactCheck.org, 8/16/13",http://www.factcheck.org/2013/08/environmentalists-misuse-gop-quote/,"$343,905"
Indiana,in,Representative,Republican,Jim Banks,TRUE,FALSE,"The Journal Gazette reported that ""Banks also is uncertain whether climate change is happening and, if it is, whether human activities are a contributing factor. 'I believe there is some evidence and some scientific research that might support that, and other research that doesn’t.'""","The Journal Gazette, 3/11/17",http://www.journalgazette.net/news/local/indiana/Banks-unsure-of-climate-change-18039245,"$43,035"
Indiana,in,Representative,Republican,Larry Bucshon,TRUE,FALSE,"ThinkProgress reported that at a hearing of the House Science, Space, and Technology committee, Rep. Bucshon said: “Over the last few years, we’ve gone from global warming to climate change since the temperature hasn’t changed in many, many years. The temperature or the earth has been changing for centuries. I fully believe that the temperature is changing. But of course now supporters of this new regulation are saying ‘Well, it’s changing now at an unusual pace compared to the past, because now the American public is getting it that the temperature of the earth has been changing for centuries.'”","ThinkProgress, 9/17/14",https://thinkprogress.org/congressman-dont-trust-climate-scientists-they-re-in-it-for-the-money-4280ba3bf981/,"$241,600"
Iowa,ia,Representative,Republican,Steve King,TRUE,FALSE,"On Twitter in 2015, Rep. King wrote, ""If Climate Change were 'settled science' and a 'fact based on data & sound science' protagonists would still be calling it Global Warming.""","Twitter, 3/21/15",https://twitter.com/SteveKingIA/status/579311590933057536,"$89,850"
Kansas,ks,Representative,Republican,Roger Marshall,TRUE,FALSE,"As reported by KSNW, Rep. Marshall said, ""I'm not sure that there is even climate change … I think it's something that we should continue to study and make sure our ecology continues to improve.""","KSNW, 6/5/17",https://www.ksn.com/news/marshall-isnt-convinced-of-climate-change/898602113,"$42,482"
Kentucky,ky,Representative,Republican,James Comer,TRUE,FALSE,"WFPL reported that Rep. Comer said: “I do not believe in global warming. I’m the one person whose business and livelihood depends on Mother Nature, so I understand weather patterns ... We’ve had a very severe winter this year with 12-inch snows, so there is no global warming.”","WFPL 89.3, 3/11/15",http://wfpl.org/a-look-at-kentucky-gubernatorial-candidate-comers-climate-change-remarks-and-agriculture/,"$41,701"
Kentucky,ky,Representative,Republican,Thomas Massie,TRUE,FALSE,"The Louisville Eccentric Observer reported that Rep. Massie said, ""Climate change may not be due to humans … What is the cause and effect?""","Louisville Eccentric Observer, 4/18/18",https://www.leoweekly.com/2018/04/conservative-environmentalist-kentucky-congressman-finds-freedom-sustainability/,"$103,251"
Louisiana,la,Representative,Republican,Steve Scalise,TRUE,FALSE,MSNBC reported that Rep. Scalise once said of former President Obama: ”I know the president loves talking about global warming – and they’re canceling flights all around the country due to snow blizzards.” Scalise's office did not respond to a request for additional comment from CAP Action.,"MSNBC, 2/26/15",http://www.msnbc.com/rachel-maddow-show/scalise-epa-chief-snow-blizzards-contradict-climate-science,"$1,214,129"
Maryland,md,Representative,Republican,Andrew Harris,TRUE,FALSE,"According to The Baltimore Sun, in a letter exchange with a constituent, who wrote to Rep. Harris asking if he was concerned about the recent Intergovernmental Panel on Climate Change (IPCC) report from the United Nations, Harris responded that ""he was ... but added that 'there are many different projections for the pace of climate change' and 'differing analysis for the degree of causality assigned to types of emissions.'""","The Baltimore Sun, 10/19/18",https://www.baltimoresun.com/news/maryland/dan-rodricks-blog/bs-md-rodricks-column-1021-story.html,"$189,860"
Michigan,mi,Representative,Republican,Bill Huizenga,TRUE,FALSE,"A columnist at The Holland Sentinel wrote that she ""recently received a letter from U.S. Rep. Bill Huizenga, R-Zeeland, which questioned 'the extent to which reducing American emissions would impact climate change.'"" Previously, MLive quoted Huizenga as saying: “Today’s global warming doomsayers simply lack the scientific evidence to support their claims. A host of leaders in the scientific community have recognized that the argument for drastic anthropogenic global warming is no longer based on science, but is being driven by irrational fanaticism.”","The Holland Sentinel, 3/4/17; MLive, 5/23/12",http://www.hollandsentinel.com/news/20170304/my-take-ignoring-evidence-of-climate-change; https://www.mlive.com/opinion/muskegon/index.ssf/2012/05/letters_huizenga_on_climate_ch.html,"$86,050"
Michigan,mi,Representative,Republican,Fred Upton,TRUE,FALSE,"MLive reported that Rep. Upton said: “We’ve experienced climate change for a long time, highs and lows. We had the coldest winter ever last winter. There was a report out that the Great Lakes are six degrees below what they were a year ago. I don’t know that climate scientists can really predict where we’re headed.” Upton has since joined the Climate Solutions Caucus but has not clarified his beliefs on the science. Rep. Upton's office did not respond to a request for comment from CAP Action.","MLive, 10/17/14; Office of Rep. Fred Upton, 1/26/18",http://www.mlive.com/news/kalamazoo/index.ssf/2014/10/mayday_pac_ad_funders_against.html; https://upton.house.gov/news/documentsingle.aspx?DocumentID=398961,"$1,191,233"
Michigan,mi,Representative,Republican,John Moolenaar,TRUE,FALSE,"At a town hall, Rep. Moolenaar said in response to an audience member's question about his beliefs on climate change: ""I think it's important that you know, I believe in sound science, in good science. I believe the federal government has an important role in funding good science. I also have seen how, sometimes, agencies like the EPA get off track in their mission and pursue ... I believe science, science moves forward ... when people challenge a theory.""","Yale Climate Connections, 5/10/17",https://www.yaleclimateconnections.org/2017/05/climate-concerns-raised-at-many-town-halls/,"$31,750"
Michigan,mi,Representative,Republican,Justin Amash,TRUE,FALSE,"WGVU reported that Rep. Amash said, “I think humans do, and can impact the climate. The question then is to what extent and what do we do about it?”","WGVU, 6/4/17",http://www.wgvunews.org/post/us-rep-amash-talks-trump-withdrawal-paris-climate-change-accord,"$50,200"
Michigan,mi,Representative,Republican,Tim Walberg,TRUE,FALSE,"Time reported that at a town hall in Coldwater, Michigan, Rep. Walberg said: ""I believe there’s climate change. I believe there’s been climate change since the beginning of time. Do I think man has some impact? Yeah, of course. Can man change the entire universe? No ... Why do I believe that? Well, as a Christian, I believe that there is a creator in God who is much bigger than us. And I’m confident that, if there’s a real problem, he can take care of it.”","Time, 5/31/17",http://time.com/4800000/tim-walberg-god-climate-change/,"$303,620"
Minnesota,mn,Representative,Republican,Jim Hagedorn,TRUE,FALSE,"Rep. Hagedorn said on Minnesota Public Radio, ""The earth has been heating and cooling since God's creation.""","MPR News, 9/27/18",https://www.mprnews.org/story/2018/09/27/minnesota-midterm-climate-voter-guide,"$23,700"
Minnesota,mn,Representative,Republican,Pete Stauber,TRUE,FALSE,"E&E News reported, ""Newly elected Republicans Pete Stauber and Jim Hagedorn have raised questions about the role of anthropogenic emissions in climate change, but both say they support 'all of the above' energy policies, including more renewable energy."" Rep. Stauber's office did not respond to a request for comment from CAP Action.","E&E News, 11/14/18",https://www.eenews.net/climatewire/stories/1060106145/search?keyword=pete+stauber,"$31,500"
Minnesota,mn,Representative,Republican,Tom Emmer,TRUE,FALSE,"Alpha News reported that in response to President Trump rolling back the Clean Power Plan, Rep. Emmer said, “President Trump has rolled back the Obama Administration’s most harmful environmental regulations—including the Clean Power Plan, which has cost many American jobs and has driven up energy costs for American families.” Previously, while on the floor of the Minnesota House of Representatives, Emmer gave a speech in which he stated, ""Just because we make these chambers available to Will Steger and the crowd that wants to rely on Al Gore's climate porn doesn't mean that that's the way it is. There is another side of the story.""","Alpha News, 3/30/17; YouTube, 5/11/07",https://alphanewsmn.com/mn-politicians-react-trumps-climate-change-executive-order/; https://www.youtube.com/watch?v=kx9y_jc0sN4,"$76,350"
Missouri,mo,Representative,Republican,Ann Wagner,TRUE,FALSE,The Riverfront Times reported that Rep. Wagner wrote in an email: “The field of climate science is in its relative infancy and it appears that some within the public policy world have made dubious assessments of scientific information in order to further their own political agenda. Our policy response to this dilemma should not be based on inconsistent and unsound science or driven by the fear of a supposed catastrophe.”,"Riverfront Times, 5/29/13",http://www.riverfronttimes.com/newsblog/2013/05/29/is-congresswoman-ann-wagner-a-climate-change-denier-warns-of-unsound-science,"$304,800"
Missouri,mo,Representative,Republican,Blaine Luetkemeyer,TRUE,FALSE,"On his website, Rep. Luetkemeyer says: “For far too long, American tax dollars have been sent to the United Nations to produce controversial science and feel-good conferences ... I hope my legislation makes it to the floor quickly to ensure that no future taxpayer dollars are spent to advance the United Nations’ global warming agenda.”","Office of Rep. Blaine Luetkemeyer, 1/14/15",http://luetkemeyer.house.gov/news/documentsingle.aspx?DocumentID=398520,"$55,250"
Missouri,mo,Representative,Republican,Jason Smith,TRUE,FALSE,"According to Earth Forums, ""Jason Smith currently represents this district with a view that the effects of climate change are 'uncertain,' so no action should be taken.""","Earth Forums, last accessed 1/19",https://www.earthforums.com/forums/forum/environment/congress-on-climate-change/missouri/,"$112,350"
Missouri,mo,Representative,Republican,Vicky Hartzler,TRUE,FALSE,"During a cold snap in 2014, The Washington Post reported that Rep. Hartzler tweeted ironically, ""Global warming strikes America! Brrrr!""","The Washington Post, 11/18/14",https://www.washingtonpost.com/news/the-fix/wp/2014/11/18/congresswoman-vicky-hartzler-wonders-why-its-so-cold-if-global-warming-exists-heres-the-answer/?utm_term=.12e64ee4d064,"$104,400"
Nebraska,ne,Representative,Republican,Adrian Smith,TRUE,FALSE,"In a 2009 House floor speech declaring his concerns about cap-and-trade legislation, Rep. Smith said, ""We are seeing serious doubts on the validity of the [climate] science of which is driving this flawed policy.""","YouTube, 12/8/09",https://www.youtube.com/watch?v=scJX7MWuTos,"$105,900"
Nebraska,ne,Representative,Republican,Don Bacon,TRUE,FALSE,"Rep. Bacon recently wrote on Twitter, ""In regards to climate change, there is no doubt temperatures are changing. We need to further study how much humans are responsible as opposed to natural causes, and from there take measures to protect our earth for future generations.""","Twitter, 4/28/18",https://twitter.com/RepDonBacon/status/990238541509791745,"$95,523"
Nevada,nv,Representative,Republican,Mark Amodei,TRUE,FALSE,"Rep. Amodei states on his website's ""Environment"" page: ""I do not believe it is appropriate for the federal government to advocate one position over another in discussions of climate change. I do think that we should promote unbiased scientific research funded by both the government and the private sector to help answer climate change questions and bring effective solutions to any human causes.""","Office of Rep. Mark Amodei, last accessed 1/19",https://amodei.house.gov/environment/,"$79,000"
North Carolina,nc,Representative,Republican,David Rouzer,TRUE,FALSE,"According to WECT, Rep. Rouzer said: ""You have some scientists saying it is significantly influenced by mankind. You have some scientists say it is not influenced by mankind. Both are statements of fact ... From a public policy perspective, when you're dealing with property values, tax bases, people's lives, public policy should be based on sound science. Not the opinion of this group of scientists or that group of scientists. It needs to be real concrete science where you absolutely know for certain. The scientific community is split on climate science.""","WECT, 3/1/17",http://www.wect.com/story/34630856/rowdy-crowd-confronts-congressman-rouzer-in-brunswick-county,"$117,990"
North Carolina,nc,Representative,Republican,Mark Harris,TRUE,FALSE,"The Charlotte Observer reported: ""Harris is an evangelical Christian who believes in a 'Young Earth' theory that the world was created less than 10,000 years ago. He disputes the findings of a majority of scientists who say the world is at least 4.5 billion years old. 'I think there’s a lot of issues with the dating,' Harris said this week. 'And there are also bodies of scientists that also hold to a Young Earth theory. Do I believe in creation? Yes. And the creative hand of God? I do. That’s part of my faith and that’s what I believe. . . . I will continue to base my faith on the belief in Genesis.' Harris says he values science and believes the answer to issues such as climate change is 'just to be good stewards of the earth.'""","The Charlotte Observer, 8/17/18",https://www.charlotteobserver.com/news/politics-government/election/article216590750.html,"$6,500"
North Carolina,nc,Representative,Republican,Mark Meadows,TRUE,FALSE,"Right Wing Watch reported, ""Meadows, for his part, mocked government officials who are concerned about climate change’s implications for national security: 'How ridiculous is that when you have our fighting men and women, they get up and they say, ""man it’s a little chilly, maybe today is the day that we’ve got to worry about climate change."" It’s just ridiculous.'”","Right Wing Watch, 9/26/14",http://www.rightwingwatch.org/post/values-voter-summit-common-core-not-climate-change-threatens-security/,"$74,375"
North Carolina,nc,Representative,Republican,Mark Walker,TRUE,FALSE,"HuffPost reported on a 2017 town hall with Rep. Walker, writing, ""he doesn’t doubt the climate is shifting, but that he is unsure 'how much of it is man-made,' and that acting to curb the causes might be too burdensome.""","HuffPost, 5/30/17",https://www.huffingtonpost.com/entry/mark-walker-climate-change-denier_us_592d9dece4b0df57cbfda9db,"$39,000"
