state,state_abr,title,party,first_last_,climate_denier,display_on_default,quote_text,quote_reference,quote_reference_url,total_career_contributions
Kentucky,ky,Senator,Republican,Rand Paul,TRUE,FALSE,"In a CNN interview, now on YouTube, Sen. Paul said: ""So I don't think we should be alarmist about this. I mean, the planet is 4.5 billion years old. We have gone through great extremes of climate change, natural and now we may have a man-made influence as well, but these people—the question I always ask these alarmists is: How much is nature and how much is man? They act as if it's a given that man is the only source of climate change? Well, my goodness, the great climate changes in our history all happened before the industrial revolution. So, is there climate change? Can man have an impact? Yes. But let's don't be so alarmist as to say such outrageous things that if we don't sign the Paris accord, there's going to be mass extinction? That is a ridiculous statement.""","YouTube, 6/1/17",https://www.youtube.com/watch?v=jF5JRXSUBsc,"$481,660"
Louisiana,la,Senator,Republican,Bill Cassidy,TRUE,FALSE,"During a 2014 debate, Sen. Cassidy said, “global temperatures have not risen in 15 years.”","Washington Examiner, 10/14/14",http://www.washingtonexaminer.com/sen.-mary-landrieu-rep.-bill-cassidy-offer-opposing-climate-change-views/article/2554808,"$1,382,970"
Louisiana,la,Senator,Republican,John Neely Kennedy,TRUE,FALSE,"As reported by The Advocate, Sen. Kennedy ""believes that global temperatures are rising but said the evidence does not clearly explain why.""","The Advocate, 9/12/16",http://www.theadvocate.com/baton_rouge/news/politics/elections/article_349f95d2-78e5-11e6-91b8-8f76fd380d99.html,"$808,432"
Mississippi,ms,Senator,Republican,Roger Wicker,TRUE,FALSE,"In early 2015, Mashable reported that Sen. Wicker was the only senator to vote against an amendment that stated, “Climate change is real and not a hoax.” In a statement after the vote, Wicker reportedly said: “I agree with the more than 31,000 American scientists who do not believe the science on this matter is settled. Scientific research is advanced by asking questions and allowing for multiple viewpoints.”","Mashable, 1/22/15",http://mashable.com/2015/01/22/roger-wicker-only-no-vote-climate-science/#vs53MWgT0sqw,"$922,602"
Missouri,mo,Senator,Republican,Roy Blunt,TRUE,FALSE,"Human Events reported that Sen. Blunt told an editor, “There isn’t any real science to say we are altering the climate path of the earth.”","Human Events, 4/29/09",http://humanevents.com/2009/04/29/christian-leaders-condemn-hate-crimes-bill/,"$1,490,020"
Montana,mt,Senator,Republican,Steve Daines,TRUE,FALSE,"In a radio interview with Montana Public Radio, Sen. Daines admitted that the climate is changing but questioned humans' impact. Daines said that there is “significant debate here” and that the “jury is still out,” and he brought up the debate of sun and solar cycles versus greenhouse gases.","Montana Public Radio, 5/16/14",http://mtpr.org/post/interview-us-house-candidate-steve-daines,"$726,710"
Nebraska,ne,Senator,Republican,Deb Fischer,TRUE,FALSE,"The Lincoln Journal Star reported: ""Ms. Clowser [a legislative aide for Rep. Deb Fischer] told us that the senator acknowledges the climate is changing but believes it is due to natural cycles. She believes that improvements in coal-fired power plants and 'clean coal' technology have satisfied concerns about pollution emissions.""","Lincoln Journal Star, 5/16/15",https://journalstar.com/news/opinion/editorial/columnists/local-view-climate-change-has-arrived-in-nebraska/article_106e6038-d5e8-5f26-8808-866ef29c0371.html,"$256,169"
North Carolina,nc,Senator,Republican,Thom Tillis,TRUE,FALSE,"In a 2018 interview with Spectrum News, Sen. Tillis said: “I think we have to come up with several strategies to recognize reality. That climate changes. Sometimes it changes just because it has over millennia, and other times it changes because of human factors.”","Spectrum News, 8/7/18",https://spectrumlocalnews.com/nc/charlotte/news/2018/08/07/exclusive-thom-tillis-speaks-on-climate-change,"$377,750"
North Dakota,nd,Senator,Republican,John Hoeven,TRUE,FALSE,"In 2015, Sen. Hoeven offered a resolution in the Senate, stating that human-caused climate change is real but that the Keystone XL pipeline would lead to fewer emissions. However, as HuffPost reported, ""That measure fell one vote short of the 60 needed to pass, at 59 to 40, after Hoeven voted against his own amendment.""","HuffPost, 1/21/15",https://www.huffingtonpost.com/2015/01/21/senate-climate-change-key_n_6519728.html,"$804,796"
North Dakota,nd,Senator,Republican,Kevin Cramer,TRUE,FALSE,"On C-SPAN in 2017, in response to a question on whether he believed in climate change, then-Rep. Cramer said, ""For me, it doesn't even matter … that's why I'm trying to find this middle ground.""","C-SPAN, 5/19/17",https://www.c-span.org/video/?428652-4/washington-journal-representative-kevin-cramer-discusses-paris-climate-agreement,"$1,209,347"
Ohio,oh,Senator,Republican,Rob Portman,TRUE,FALSE,"As reported by the Sandusky Register in 2018: ""Portman said he believes the Earth is warming; the data is clear. It’s less clear on how much of that is man-made, but 'I’m willing to err on the side of saying that human involvement is part of it,' he said ... Summing up his [climate] change views, Portman said, 'I believe we know enough to know we have to do something. I believe there are some sensible things we can do that don’t have a big negative economic impact.'""","Sandusky Register, 8/27/18",http://www.sanduskyregister.com/story/201808240025,"$1,225,605"
Oklahoma,ok,Senator,Republican,James Lankford,TRUE,FALSE,The Edmond Sun reported that Sen. Lankford said during a debate: “This whole global warming myth will be exposed as what it really is — a way of control more than anything else ... And that generation will be ticked.”,"Edmond Sun, 2/16/10",http://www.edmondsun.com/news/local_news/th-district-candidates-united-against-cap-and-trade/article_caaa9492-952c-55bd-80ff-91d402ed7591.html,"$1,211,820"
Oklahoma,ok,Senator,Republican,Jim Inhofe,TRUE,TRUE,"The Stillwater News Press reported that Sen. Inhofe said: “First of all, we’ve never argued, climate has always been changing ... All evidence is there. We’re talking about scriptural evidence, we’re talking about scientific evidence ... You can’t argue with climate change because it’s always been changing.""","Stillwater News Press, 10/18/18",https://www.stwnewspress.com/news/local_news/a-view-from-d-c-sen-jim-inhofe-weighs-in/article_a840e333-7c5a-5d5c-b916-a711f04bb742.html,"$2,111,110"
Pennsylvania,pa,Senator,Republican,Pat Toomey,TRUE,FALSE,"A spokesperson for Sen. Toomey told PennLive that ""the senator has always held that human activity contributes to climate change. It's just the degree to which human activity plays a role that was up for debate as far as the senator was concerned."" Previously, Toomey has stated, ""The extent to which that has been caused by human activity, I think is not as clear. I think that is still very much disputed, and it's been debated.”","PennLive, 1/23/15; YouTube, 10/12/10",https://www.pennlive.com/midstate/index.ssf/2015/01/toomey_case_climate_change_key.html; https://www.youtube.com/watch?feature=player_embedded&v=rlYlvR5x8F4,"$1,216,154"
Tennessee,tn,Senator,Republican,Marsha Blackburn,TRUE,FALSE,"Business Insider reported that in a debate with CNN host Chris Cuomo, then-Rep. Blackburn said: “Of course you can be a believer in clean air and clean water and realize that when you work at global warming or climate change, as it is now popularly called, that it is cyclical and you have to look at it in terms of centuries, not in terms of decades ... And the science around that is not a settled science.”","Business Insider, 12/9/16",http://www.businessinsider.com/chris-cuomo-marsha-blackburn-climate-change-2016-12,"$783,369"
Texas,tx,Senator,Republican,John Cornyn,TRUE,TRUE,"The Houston Chronicle reported: ""When CBS News announced it would no longer allow guests to argue that climate change is not real, [Sen. Cornyn] offered a Sphinx-like rebuttal on Twitter: 'Science is not static.'"" Previously, The Dallas Morning News reported that Cornyn admitted that the climate is changing and that it is due in part to human activity, but he is ""not willing to put the federal government in charge of trying to micromanage the environment for the United States of America ... by putting restrictions in place that other nations are not.""","Houston Chronicle, 1/2/19; The Dallas Morning News, 5/14",https://www.houstonchronicle.com/opinion/editorials/article/While-climate-change-hits-Texas-Cornyn-tweets-13504222.php; https://www.dallasnews.com/business/business/2014/05/07/cornyn-people-contribute-to-climate-change-but-federal-response-is-not-the-answer,"$3,444,515"
Texas,tx,Senator,Republican,Ted Cruz,TRUE,TRUE,"In a debate during the 2018 Senate race, High Plains Public Radio reported that Sen. Cruz responded to a question about climate change by saying, ""The climate has been changing from the dawn of time ... The climate will change as long as we have a planet Earth.""","High Plains Public Radio, 10/25/18",https://www.hppr.org/post/what-do-ted-cruz-and-beto-orourke-say-about-climate-change-campaign-trail,"$3,372,000"
Utah,ut,Senator,Republican,Mike Lee,TRUE,FALSE,"In an argument with a reporter on Twitter regarding what he said during NASA nominee Jim Bridenstine's Senate hearing in November 2017, Sen. Lee wrote, ""'Climate-warming trends over the past century are extremely likely due to human activities' ≠ human activities are primary drivers of trends."" In the comment thread, the reporter posted Sen. Lee's full statement from the hearing: ""There was a discussion a moment ago about climate change, and whether or not you regard climate change as being primarily caused by human activity. It's my understanding that it's not even the position of NASA at this point that there is a consensus point. So I think it was entirely appropriate for you to defer and acknowledge your viewpoint that it is an issue, a factor, but defer to answer the question as to whether or not is the primary driver of it.""","Twitter, 11/1/17",https://twitter.com/SenMikeLee/status/925830877720072192,"$380,715"
West Virginia,wv,Senator,Republican,Shelley Moore Capito,TRUE,FALSE,"HuffPost reported that Sen. Capito said, “I don’t necessarily think the climate’s changing, no.” Sen. Capito's office did not respond to a request for further comment from CAP Action.","HuffPost, 10/8/14",http://www.huffingtonpost.com/2014/10/08/capito-climate-change_n_5953796.html,"$1,321,755"
Wisconsin,wi,Senator,Republican,Ron Johnson,TRUE,FALSE,"During a WRJN segment, Sen. Johnson said, ""First of all, the climate hasn't warmed in quite a few years. That is proven scientifically.""","WRJN, last accessed 1/19",http://www.wrjn.com/episode/ron-johnson-u-s-senator-r-wi/,"$642,585"
Wyoming,wy,Senator,Republican,John Barrasso,TRUE,FALSE,"The Hill reported that when asked about how human activities contribute to climate change, Sen. Barrasso responded, ""The climate is constantly changing. The role human activity plays is not known.""","The Hill, 6/5/14",http://thehill.com/policy/energy-environment/208431-gop-leader-climate-change-science-not-known,"$1,271,422"
Wyoming,wy,Senator,Republican,Mike Enzi,TRUE,FALSE,"In an interview with Wyoming Public Radion, Sen. Enzi responded to the release of the 2014 White House climate assessment, saying, “I barely made it back here because of a May snowstorm in Wyoming. They got 18 inches in Cheyenne. It’s a little hard to convince Wyoming people there’s global warming. We have 186% of normal snow pack. That’s global warming?”","Wyoming Public Radio, 5/16/14",http://wyomingpublicmedia.org/post/wyo-lawmakers-reject-new-climate-change-report,"$664,933"
